order_id,customer_id,customer_name,age,gender,email,phone,city,state,country,pincode,product_name,category,quantity,unit_price_inr,discount_percent,total_price_inr,order_date,delivery_date,payment_method,order_status,seller,rating,review_text,return_requested,loyalty_points
ORD011117,CUST06761,David Verma,48,Male,david.verma813@yahoo.com,916-837-8464,Singapore,NSW,USA,220285,Smartwatch,Beauty,10,32792.32,25,245942.4,N/A,8/9/2021,Wallet,Shipped,HealthFirst,,Excellent value,,3172
ORD005215,CUST07488,Aarav Brown,57,Female,aarav.brown180@outlook.com,768-230-2794,,Lagos State,Canada,114899,Board Game,Automotive ,10,1496.92,25,11226.9,9/13/2021,10/13/2021,EMI,canceled,FASHION HUB,2,Great product!,No,2758
ORD009079,CUST06233,N/A,43,Female,anjali.garcia61@gmail.com,728-465-4307,Berlin,Tokyo,Germany,,Cookbook,Home&Kitchen,8,49786.45,50,199145.8,8/21/2024,9/2/2024,UPI,RETURNED,ToyLand,4,Disappointed,No,2017
ORD004163,CUST02449,Mei Patel,30,Female,mei.patel833@outlook.com,833-226-6370,Berlin,Tokyo,,782416,Smartwatch,,4,5717.35,20,18295.52,8/20/2023,,EMI,pending,GrocerBay,1,Not worth it,,1220
ORD002030,CUST01912,Carlos Gupta,46,f,carlos.gupta63@gmail.com,707-899-3031,Toronto,Texas,Nigeria,153226,Silver Necklace,Sports,5,16850.2,5,80038.45,16/03/2020,3/27/2020,Credit Card,,GrocerBay,1,Excellent value,N/A,4211
ORD005501,,Olivia Lee,70,Female,olivia.lee357@outlook.com,8037526664,Tokyo,Victoria,U.S.A,440333,Kurta,books ,5,17295.77,,43239.43,12/16/2022,12/23/2022,Cash on Delivery,processing ,HomeEssentials,3,Fast delivery,NO,244
ORD003714,CUST06525,Fatima Lee,50,Female,fatima.lee837@gmail.com ,826-638-9759,Delhi,Delhi,India,419790,Lego Set,Automotive,10,33866.99,25,254002.42,10/23/2024,11/5/2024,Debit Card,RETURNED,HomeEssentials,5,Fast delivery,No,1130
ORD010101,CUST07869,Anjali Williams,57,Other,anjali.williams835@yahoo.com,656-197-3512,Chennai,Tamil Nadu,India,747086,Turmeric Powder,beauty,999,34936.77,25,26176374.92,5/12/2020,5/4/2020,Wallet,SHIPPED,techmart,4,Disappointed,Yes,1882
ORD001321,CUST02780,Jessica Garcia,35,f,jessica.garcia514@hotmail.com,843-866-,Paris,Ile-de-France,Australia,732282,JEANS,Automotive ,4,22259.55,10,80134.38,9/27/2021,10/26/2021,EMI,Pending,ToyLand,1,,No,871
ORD000318,CUST07022,Aarav Nair,37,Other,aaravnair164@gmailcom,930-295-7933,London,California,USA,136692,Football,books ,1,46605.56,5,44275.28,11/16/2024,12/15/2024,Wallet,Shipped,FashionHub,,Average quality,yes,
ORD006111,CUST05208,Mei Garcia,32,,mei.garcia736@yahoo.com,,Toronto,Texas,Nigeria,280585,Action Figure,Automotive,9,525.77,15,4022.14,1/29/2021,2/9/2021,Credit Card,SHIPPED,FurnitureCo,4,N/A,NO,4497
,CUST02897,Sarah Lee,65,Male,sarah.lee205@yahoo.com,735-311-4755,Ahmedabad,Rajasthan,India,225701,SOFA,Home&Kitchen,9,42408.13,25,286254.88,3/22/2023,4/19/2023,Cash on Delivery,Cancelled,techmart,5,Disappointed,yes,3918
ORD001605,CUST07188,,21,Female,chris.khan900@gmail.com,991-861-5716,London,California,France,605718,Running Shoes,Beauty,2,21165.51,20,33864.82,,12/20/2020,UPI,Pending,BeautyPlus,4,Disappointed,NO,889
ORD000544,CUST04897,David Smith,44,Female,david.smith312@yahoo.com,752-891-5881,Sydney,Florida,Nigeria,550257,Camera,TOYS,8,23703.99,15,161187.13,7/28/2023,8/18/2023,UPI,Shipped,ToyLand,3,Poor packaging,,2723
ORD006855,CUST06772,Zhang Lopez,29,Male,zhang.lopez175@gmail.com,88519,Pune,Gujarat,India,752617,Lamp,Home & Kitchen,9,,10,192156.14,3/17/2023,4/2/2023,Net Banking,RETURNED,BookWorld,4,Will buy again,,4917
ORD004177,CUST01035,Aarav Smith,20,Female,aarav.smith286@hotmail.com,899-232-9337,Tokyo,Victoria,Nigeria,508038,Basmati Rice,beauty,100,47271.92,10,4254472.8,3/21/2024,3/31/2024,Credit Card,Returned,ToyLand,1,,Yes,
ORD007386,CUST02916,Ali Patel,37,Other,ali.patel735@outlook.com,949-172-6964,Hyderabad,Telangana,India,917673,Smartphone,books ,7,38150.07,5,253697.97,5/30/2022,6/27/2022,Debit Card,Shipped,,3,Loved it!,Yes,3405
ORD006728,CUST00152,Priya Chen,35,Female,priya.chen102@gmail.com,800-225-5278,New York,New York,UAE,675301,BLOOD PRESSURE MONITOR,CLOTHING,5,41052.94,25,153948.53,10/25/2020,11/14/2020,Credit Card,Pending,FurnitureCo,,Disappointed,No,4077
ORD004078,CUST05848,David Patel,33,Other,david.patel45@hotmail.com,000-000-0000,Hyderabad,Telangana,India,366181,Fiction Novel,TOYS,10,7612.27,25,57092.03,11/28/2024,12/26/2024,Net Banking,canceled,techmart,4,Disappointed,,3078
ORD004369,CUST07258,Priya Lee,72,Other,priya.lee762@gmail.com,881-790-8684,Singapore,,Japan,N/A,Mask Pack,Sports ,4,31942.31,30,89438.47,8/26/2021,9/21/2021,Wallet,pending,JewelBox,4,Loved it!,NO,671
ORD010663,CUST02676,Carlos Lee,63,Other,carlos.lee262@hotmail.com,784-169-1953,Hyderabad,Telangana,India,270353,,Sports ,8,9999999,,79999992,7/1/2023,7/28/2023,Cash on Delivery,canceled,HealthFirst,3,Poor packaging,N/A,1430
ORD006341,CUST04259,omar lee,18,Male,omar.lee998@gmail.com,737-897-3423,Kolkata,West Bengal,India,637664,Biography,Electronics,8,38323.81,0,306590.48,13-Apr-24,5/2/2024,Wallet,delivered,FASHION HUB,2,,N/A,4243
ORD006831,CUST01536,Carlos Reddy,57,Female,carlos.reddy764@yahoo.com,849-288-9223,Delhi,Delhi,India,936419,Almonds,Beauty,4,29424.31,10,105927.52,12/18/2021,12/30/2021,Debit Card,processing ,GrocerBay,,na,N/A,465
ORD001934,CUST01915,Rahul Johnson,18,Female,rahul.johnson676@hotmail.com,737-132-5144,,Tokyo,UK,919544,Dumbbells,Grocery,3,32784.2,5,93434.97,2/22/2023,3/2/2023,Cash on Delivery,pending,FurnitureCo,,na,,4179
ORD011021,CUST06309,Juan Lopez,62,Male,juan.lopez457@yahoo.com,,Sydney,Florida,Germany,453103,Pendant,beauty,0,46147.52,,,3/17/2022,4/7/2022,EMI,Cancelled,techmart,5,Poor packaging,yes,2525
ORD008873,CUST02835,Kavya Gupta,51,Male,kavya.gupta629@yahoo.com,784-817-4998,Tokyo,Victoria,Singapore,180244,Bracelet,Furniture,5,7464.09,,18660.22,2/3/2020,2/16/2020,Cash on Delivery,processing ,JewelBox,3,Great product!,No,2160
ORD003884,CUST00271,Sofia Kumar,38,Male,sofia.kumar661@outlook.com,882-669-2858,Lucknow,Punjab,,225676,Jacket,Automotive,8,35019.72,25,210118.32,3/12/2024,3/28/2024,Cash on Delivery,Delivered,BookWorld,2,,NO,336
ORD004737,CUST07132, Olivia Reddy,45,M,olivia.reddy513@gmail.com,943-761-7084,Sydney,,Japan,809440,Honey,beauty,3,5824.21,20,9433.33,12/13/2022,12/23/2022,Credit Card,,SportZone,5,Disappointed,No,1557
ORD009151,CUST04385,Ali Sharma,26,Other,ali.sharma210@hotmail.com,977-644-6216,Dubai,Ontario,UAE,423600,Bed Frame,Jewelry,10,37311.82,5,354462.29,10/7/2020,,Net Banking,Returned,Book World ,2,Disappointed,Yes,2042
ORD006604,CUST01736,Carlos Gupta,69,Female,carlos.gupta904@gmail.com,901-307-5764,Kolkata,,India,625186,Car Cover,Electronics,,42388.08,15,,3/29/2024,4/3/2024,Wallet,Shipped,BookWorld,5,,Yes,2036
ORD006647,,John Reddy,20,Female,john.reddy651@yahoo.com,937-557-4441,Kolkata,West Bengal,India,104120,Sofa,Books,7,4742.7,50,16599.45,5/8/2021,5/14/2021,EMI,Processing,GrocerBay,2,Very satisfied,N/A,2200
ORD005834,CUST02069,Kavya Jones,50,Male,kavya.jones905@hotmail.com,748-989-1365,Singapore,NSW,Australia,866188,Earrings,beauty,4,1829.2,20,5853.44,2/1/2020,2/13/2020,EMI,Delivered,GrocerBay,4,Great product!,N/A,4782
ORD007789,CUST04892,Vikram Kim,32,Other,,990-942-4625,Jaipur,,India,973503,Bracelet,CLOTHING,,43117.37,0,280461,2/19/2022,3/20/2022,,,techmart,,N/A,,4322
ORD002908,CUST01877,Rohan Chen,68,Other,rohan.chen343@gmail.com,922-340-5153,Chennai,Tamil Nadu,India,0,Puzzle,Electronics,1,37902.23,15,32216.9,4/10/2024,5/2/2024,Net Banking,Pending,Book World ,5,Disappointed,yes,3413
ORD008093,CUST07121,Amit Martinez,71,Female,amit.martinez116@hotmail.com,877-216-5376,Dubai,Ontario,Germany,703835,Phone Holder,Electronics,1,3205.2,20,2564.16,7/16/2021,,Debit Card,processing ,BeautyPlus,,,,2596
ORD000089,CUST04233,Ali Singh,999,Female,ali.singh841@outlook.com,648-626-3726,Kolkata,West Bengal,India,315231,Sunscreen,Toys,1,10369.46,10,9332.51,2/12/2020,2/6/2020,DEBIT CARD,RETURNED,FashionHub,,Will buy again,,2394
ORD001189,CUST04419, Emma Shah,28,Male,emma.shah711@outlook.com,986-186-5992,Jaipur,Uttar Pradesh,India,522128,CRICKET BAT,Toys,6,0,0,,5/1/2024,,,Pending,GrocerBay,,Will buy again,,2717
ORD007543,CUST04181,Omar Lopez,18,Other,OMAR.LOPEZ712@YAHOO.COM,942-444-1437,Pune,Gujarat,India,951944,Smartphone,Sports ,6,7536.03,50,14186.67,7/27/2024,N/A,,,BeautyPlus,,,,1750
ORD002545,CUST00533,Emma Ali,71,Male,emma.ali89@hotmail.com,909-275-3124,Paris,Ile-de-France,UAE,469992,Jacket,Jewelry,8,9999999,0,79999992,4/26/2022,5/26/2022,UPI,Pending,FashionHub,5,Fast delivery,N/A,1071
ORD008621,CUST05898,Amit Gupta,60,Male,amit.gupta738@yahoo.com,N/A,Ahmedabad,Rajasthan,India,529532,Board Game,Health,6,18989.66,20,91150.37,2/7/2024,N/A,Net Banking,pending,BookWorld,2,Fast delivery,,2725
ORD004111,CUST05831,Li Ali,62,Male,li.ali88@hotmail.com,866-938-4552,Lagos,Lagos State,Australia,133125,Dash Cam,Furniture,2,38148.1,15,64851.77,2/19/2020,2020.03.20,Net Banking,Delivered,HealthFirst,5,na,No,
ORD000953,CUST01965,Rahul Kumar,35,Male,N/A,797-104-3378,Lagos,Lagos State,india,125428,Thermometer,CLOTHING,5,40598.44,110,202992.2,9/3/2022,9/27/2022,Net Banking,Pending,HomeEssentials,2,Will buy again,NO,474
ORD003001,CUST05888,Emily Sharma,19,Male,emily.sharma266@yahoo.com,,Lagos,Lagos State,,446446,Lamp,Home & Kitchen,2,47631.11,25,71446.67,11/10/2020,12/8/2020,EMI,Pending,ToyLand,3,Great product!,,1586
ORD003303,CUST05443,N/A,68,Other,jessica.brown233@yahoo.com,717-207-6058,TOKYO,,France,486734,Gold Ring,Beauty,10,,30,,12/14/2024,12/23/2024,Net Banking,pending,FurnitureCo,2,,No,1302
ORD005192,CUST06673,Emma Chen,60,Male,emma.chen984@gmail.com,619-604-2042,Ahmedabad,Rajasthan,India,202913,Smartwatch,CLOTHING,7,5017.75,15,29855.61,1/20/2023,2/17/2023,Credit Card,,JewelBox,2,Disappointed,,1796
ORD002689,CUST02398,Anjali Johnson,50,Other,anjali.johnson175@outlook.com,865-953-4952,London,California,Singapore,709383,Wardrobe,books ,4,34823.04,5,132327.55,7/3/2021,30/07/2021,Debit Card,Cancelled,,5,,NO,3029
ORD009405,CUST07059,Emily Gupta,53,Other,emily.gupta78@gmail.com,696-432-3150,Singapore,NSW,UK,425814,Seat Cover,Clothing,,23838.99,20,190711.92,1/23/2021,,Credit Card,pending,ToyLand,2,Will buy again,No,692
ORD003056,CUST01667,Emma Martinez,34,Female,emma.martinez508@yahoo.com,897-571-9144,Chennai,Tamil Nadu,India,756590,Honey,Furniture,10,29973.89,0,299738.9,9/22/2020,10/12/2020,EMI,,BeautyPlus,5,Fast delivery,Yes,4092
ORD007419,CUST02427,Juan Kim  ,20,Female,juan.kim843@yahoo.com,724-881-8007,Sydney,Florida,Germany,998656,Hair Oil,Clothing,3,24405.63,25,54912.67,2/7/2024,2/17/2024,Wallet,,FurnitureCo,2,Great product!,,4193
ORD001659,CUST06909,Emily Garcia,68,Other,emily.garcia509@hotmail.com,887-548-7500,Hyderabad,Telangana,India,877327,Yoga Mat,Home & Kitchen,6,10756.11,50,32268.33,11/19/2024,12/9/2024,Debit Card,processing ,techmart,1,,Yes,1482
ORD000131,CUST06976,Emma Nair,35,MALE,emma.nair619@yahoo.com,978-254-8317,Pune,Gujarat,India,,Dress,Sports,7,11935.47,10,75193.46,12/7/2021,12/9/2021,Debit Card,SHIPPED,Book World ,3,N/A,NO,1914
ORD011731,CUST05151,Emily Khan,55,Male,emily.khan216@yahoo.com,860-473-5359,Sydney,Florida,india,854133,THERMOMETER,Toys,4,12749.12,25,43757.61,12/17/2024,1/11/2025,Wallet,Cancelled,SportZone,5,,NO,1519
ORD008488,CUST00585,Olivia Ali,41,Male,olivia.ali714@hotmail.com,723-170-5325,Tokyo,Victoria,,403257,Headphones,Books,7,10320.81,10,65021.1,12/27/2024,12/31/2024,UPI,Shipped,ToyLand,5,,,839
ORD001435,CUST06073,Zara Khan,65,Male,zara.khan79@gmail.com,615-686-9999,Delhi,Delhi,India,329579,Jeans,Toys,10,49603.7,0,496037,,,Wallet,RETURNED,HomeEssentials,1,Loved it!,No,2603
ORD004169,CUST07629,Carlos Garcia,61,Other,carlos.garcia481@hotmail.com,982-813-8508,Chennai,Tamil Nadu,,414619,Bed Frame,Electronics,4,48506.3,10,152693.52,4/28/2023,4/30/2023,UPI,Delivered,JewelBox,2,Loved it!,,41
ORD000610,CUST07033,Carlos Lopez,63,Other,carlos.lopez137@hotmail.com,907-700-7142x123,LAGOS,Lagos State,Australia,103784,Textbook,Home&Kitchen,1,41916.89,30,29341.82,6/2/2021,6/4/2021,Net Banking,Returned,HomeEssentials,4,na,No,4520
,CUST04129,Aarav Johnson,,Male,aarav.johnson680@outlook.com,837-870-8050,Pune,Gujarat,India,539682,Self Help,Clothing,5,11093.36,5,52693.46,2/14/2023,3/12/2023,DEBIT CARD,canceled,GrocerBay,3,Average quality,,2940
ORD006113,CUST01442,Wei Patel,66,Other,wei.patel976@yahoo.com,614-807-1402,Sydney,Florida,UK,596008,Study Table,Furniture,2,11984.71,0,23969.42,5/18/2021,5/25/2021,Wallet,pending,,4,Average quality,No,2565
ORD005814,CUST01349,Rohan Singh,20,male,,708-248-4435,Toronto,Texas,Japan,501920,Earrings,Furniture,1,28360.75,20,22688.6,7/26/2023,8/4/2023,Net Banking,pending,,2,Great product!,Yes,2704
ORD010968,CUST03661,Omar Nair,59,male,omar.nair863gmail.com,730-145-1218,LAGOS,Lagos State,Germany,715730,Doll,Home & Kitchen,6,41155.04,20,197544.19,4/6/2022,7/4/2022,DEBIT CARD,Processing,BookWorld,5,Not worth it,NO,493
ORD003569,CUST05961,Omar Wang,54,Female,omar.wang805@yahoo.com,775-980-6633,Bangalore,Karnataka,India,953999,Silver Necklace,Automotive ,3,11434.18,,32587.41,10/3/2023,10/15/2023,Debit Card,RETURNED,JewelBox,4,.,No,1937
ORD002629,CUST05677,Pooja Martinez,34,Male,pooja.martinez778@gmail.com,768-249-8005,Bangalore,Karnataka,India,592775,Shampoo,Jewelry,1,44817.77,50,22408.88,10/4/2020,,Debit Card,Delivered,BeautyPlus,1,Excellent value,N/A,576
ORD007586,CUST00317,Priya Chen,42,f,,711-596-8706,Lagos,Lagos State,UAE,589545,Bed Frame,Home & Kitchen,3,41692.44,0,125077.32,2/5/2022,3/2/2022,N/A,RETURNED,Book World ,,Very satisfied,,
ORD003234,CUST01147,Chris Reddy,27,Male,chris.reddy920@gmail.com,730-327-6073,Dubai,Ontario,USA,722702,Face Cream,TOYS,6,45743.12,25,205844.04,2/6/2024,3/2/2024,Debit Card,Shipped,JewelBox,,N/A,,1714
ORD000625,CUST07781,Fatima Wang,47,Female,fatima.wang270@yahoo.com,937-368-9790,Pune,Gujarat,India,453125,Hair Oil,Health,8,19705.72,25,118234.32,10/5/2021,10/10/2021,UPI,Delivered,FASHION HUB,,N/A,N/A,3981
ORD008290,CUST06827,Zhang Kim,38,Male,zhang.kim807@hotmail.com,920-182-5288,Lucknow,Punjab,Japan,672978,Kurta,Clothing,4,16159.06,0,65954.46,8/22/2021,9/13/2021,Credit Card,Returned,AutoDeals,,Great product!,,2169
ORD009664,CUST03952,Zara Williams,73,Other,none,974-205-5140x123,Jaipur,Uttar Pradesh,India,585989,Curtains,CLOTHING,3,19718.66,0,59155.98,9/29/2024,10/9/2024,Net Banking,Pending,ToyLand,2,,,967
ORD006780,CUST06934,Pooja Reddy,23,Male,,89165,Paris,Ile-de-France,France,246820,Data Science Book,electronics,3,20675.07,20,49620.17,3/25/2021,3/26/2021,UPI,Cancelled,HomeEssentials,,Excellent value,yes,2658
ORD008943,CUST07356,Sofia Kumar,54,Other,sofia.kumar664@hotmail.com,813-597-9077,Mumbai,Maharashtra,India,305643,Textbook,Jewelry,2,30523.68,10,54942.62,8/2/2021,9/1/2021,EMI,RETURNED,FurnitureCo,,.,N/A,4031
ORD002726,CUST01115,Olivia Williams,52,Male,olivia.williams593@hotmail.com,612-437-2479,Dubai,Ontario,France,976365,Dash Cam,TOYS,6,18767.99,50,56303.97,8/14/2020,8/22/2020,,Pending,HomeEssentials,3,Poor packaging,Yes,3143
ORD009798,CUST04166,Aarav Patel,58,Other,aarav.patel75@hotmail.com,869-770-4549,Kolkata,West Bengal,India,980119,EARRINGS,TOYS,6,9639.7,,57838.2,7/15/2023,8/7/2023,Net Banking,Processing,FASHION HUB,4,,,1134
ORD004020,CUST04746,Fatima Gupta,39,Female,fatima.gupta646@yahoo.com,794-985-4116,Kolkata,West Bengal,India,175742,Doll,Grocery,6,38497.58,0,230985.48,9/3/2022,9/12/2022,EMI,processing ,BookWorld,5,Disappointed,No,2575
ORD009000,CUST04203,Rahul Khan,34,Male,rahul.khan843@yahoo.com,982-257-9225,Lagos,Lagos State,india,103434,Sneakers,Jewelry,5,30975.14,5,147131.92,,2022.05.25,Wallet,processing ,JewelBox,4,,,1171
ORD004804,CUST04280,Rohan Brown,999,Other,rohan.brown185@outlook.com,,Kolkata,West Bengal,India,610408,Football,beauty,3,15973.59,999,47920.77,7/14/2020,8/11/2020,Debit Card,SHIPPED,BeautyPlus,4,Not worth it,,2860
ORD005550,CUST02851,N/A,54,Other,juan.khan476@hotmail.com,880-602-6754,Hyderabad,Telangana,India,269697,Seat Cover,,9,43747.9,15,334671.43,6/29/2023,7/28/2023,,Pending,ToyLand,2,Not worth it,No,65
ORD011581,CUST06817,Priya Patel,21,Male,priya.patel386@gmail.com,719-974-7108,Tokyo,,France,990721,Camera,books ,5,27243.03,-10,136215.15,10/6/2022,10/10/2022,Wallet,Returned,,3,na,NO,4129
ORD007108,CUST04470,Omar Smith,26,Male,omar.smith312@outlook.com,672-571-3351,Lucknow,Punjab,Japan,,Saree,Health,8,30022.44,,192143.62,10/18/2024,11/6/2024,EMI,Processing,FashionHub,5,Disappointed,N/A,4146
ORD003227,CUST03054,Michael Verma,39,,michael.verma955@outlook.com,634-168-7458,London,California,France,472410,Office Chair,Home&Kitchen,8,1060.83,50,5658.74,,9/4/2021,UPI,Processing,HealthFirst,4,,,2962
ORD010832,CUST03288,Rahul Verma,28,,rahul.verma214@yahoo.com,842-423-3807,Dubai,Ontario,Germany,499876,Dumbbells,Sports,8,29053.64,30,162700.38,2023.07.10,7/3/2023,Net Banking,processing ,ToyLand,5,Great product!,NO,3650
ORD009690,CUST04633,Carlos Reddy,62,Male,carlos.reddy350@hotmail.com,N/A,Ahmedabad,Rajasthan,IN,237571,Jacket,Toys,10,41895.69,0,418956.9,2/16/2021,3/12/2021,Credit Card,Processing,GrocerBay,1,Very satisfied,No,195
ORD001860,CUST01863,John Singh,51,,john.singh911@gmail.com,980-913-9710,Delhi,Delhi,India,503772,T-Shirt,Automotive,10,28508.41,5,270829.89,8/31/2023,9/2/2023,Cash on Delivery,Pending,FurnitureCo,,Disappointed,,1338
ORD008762,CUST01230,Zhang Williams,26,Male,zhang.williams326@hotmail.com ,973-579-2820,Chennai,Tamil Nadu,India,841897,Study Table,Toys,2,0,25,,11/18/2020,12/8/2020,UPI,RETURNED,SportZone,1,Not worth it,N/A,4878
ORD005776,CUST02685,Anjali Wang,42,Male,anjali.wang236@hotmail.com ,740-355-6262,Toronto,Texas,Australia,534110,Basmati Rice,TOYS,,5201.66,20,16645.31,13/05/2023,6/2/2023,Credit Card,Processing,HomeEssentials,4,,NO,919
ORD005664,CUST05819,Sneha Jones,39,Other,sneha.jones578@yahoo.com,792-793-6456,London,California,Germany,388055,Speaker,Home & Kitchen,6,27270.21,50,81810.63,3/11/2022,3/19/2022,EMI,Pending,HomeEssentials,-1,Will buy again,,4936
ORD003466,CUST00673,Mei Reddy,25,Other,mei.reddy408@yahoo.com,853-858-2359,London,California,UK,816773,BEDSHEET,Beauty,9,41837.9,0,376541.1,4/10/2023,,Debit Card,Returned,FashionHub,2,Will buy again,No,1125
ORD003087,CUST07640,Mei Wang,31,Male,mei.wang703@outlook.com,642-356-7520,Chennai,Tamil Nadu,India,160550,Dash Cam,books ,4,14369.44,0,57477.76,12/7/2021,12/17/2021,Wallet,SHIPPED,techmart,4,Will buy again,No,
ORD001120,CUST02901,Vikram Chen,57,Female,vikram.chen601@outlook.com,771-899-8689,Jaipur,Uttar Pradesh,India,765604,Car Wax,Jewelry,5,4296.87,50,10742.17,11/18/2024,11/19/2024,Wallet,pending,HomeEssentials,,,No,3876
ORD003772,CUST05246,John Shah,150,Other,john.shah19@gmail.com,833-703-6885,London,California,USA,899072,Blood Pressure Monitor,Electronics,8,26398.5,15,179509.8,5/2/2021,5/17/2021,Wallet,delivered,GrocerBay,3,Average quality,NO,2899
ORD008862,CUST05833,Rahul Brown,62,Other,rahul.brown259@yahoo.com,88245,Jaipur,Uttar Pradesh,India,640175,Watch,TOYS,8,38577.81,25,231466.86,7/9/2024,7/28/2024,Wallet,Returned,HealthFirst,3,,No,4816
ORD003826,CUST04382,Carlos Khan,55,Male,carlos.khan145@gmail.com,630-614-2483,Chennai,Tamil Nadu,,606466,Football,Sports ,2,6071.95,,12143.9,11/8/2020,11/22/2020,Net Banking,Cancelled,GrocerBay,,.,N/A,839
ORD000657,CUST06793,Chris Reddy,18,Female,chris.reddy153@hotmail.com,801-295-2155,Dubai,Ontario,india,978285,Multivitamin,Clothing,7,40618.06,5,270110.1,21-Mar-23,3/19/2023,EMI,processing ,FASHION HUB,5,Very satisfied,Yes,4752
ORD005573,CUST05360,Priya Jones,47,Female,priya.jones135@gmail.com,839-896-3856,Kolkata,West Bengal,India,383450,Tyre Gauge,Health,6,33308.16,0,199848.96,10/10/2020,10/11/2020,N/A,SHIPPED,GrocerBay,1,Excellent value,yes,4153
ORD007796,CUST04046,Ali Garcia,53,Male,ali.garcia795@outlook.com,,Ahmedabad,Rajasthan,India,0,Lego Set,Furniture,6,3275.88,0,19655.28,7/26/2022,8/10/2022,UPI,pending,JewelBox,4,Not worth it,N/A,478
ORD007490,,,74,Male,emily.verma374@gmail.com,873-316-1721,Lucknow,,USA,925464,Tyre Gauge,books ,,48190.54,,192762.16,9/26/2020,1/10/2020,Credit Card,Returned,TechMart,3,Excellent value,N/A,3606
ORD007719,CUST02155,Priya Garcia,24,Male,priya.garcia229@gmail.com,,New York,New York,Singapore,891709,Perfume,books ,10,21128.69,50,105643.45,11/12/2020,11/21/2020,Cash on Delivery,Returned,FashionHub,3,Fast delivery,,4767
ORD002645,CUST06057,Rahul Verma,37,Female,rahul.verma579@yahoo.com,714-816-8023,Kolkata,West Bengal,India,294669,Lipstick,Automotive,5,38540.32,15,163796.36,5/8/2022,5/17/2022,Credit Card,Shipped,HealthFirst,,Poor packaging,yes,918
ORD002455,CUST02260,Li Nair,29,Female,li.nair997@yahoo.com,624-638-9957,Chennai,Tamil Nadu,India,861260,Yoga Mat,Beauty,1,18729.3,10,16856.37,5/26/2024,6/11/2024,Wallet,delivered,ToyLand,,na,NO,2389
,CUST02491,Zara Smith,150,Unknown,zara.smith327@yahoo.com,85118,Dubai,Ontario,UK,386291,Bed Frame,Electronics,9,22490.34,50,101206.53,7/22/2024,,Credit Card,Processing,Book World ,-1,.,yes,648
ORD002743,CUST06013,Mei Wang,57,Female,mei.wang984@gmail.com,863-489-2865,Chennai,Tamil Nadu,India,466856,Hair Oil,beauty,8,11236.37,10,150714.89,1/21/2022,2/13/2022,Cash on Delivery,pending,HealthFirst,5,na,N/A,999
ORD005131,CUST05793,Emma Gupta,53,Male,emma.gupta167@outlook.com,695-768-4610,New York,New York,UK,273447,Doll,Automotive,4,33815.71,0,135262.84,12/31/2022,1/10/2023,EMI,RETURNED,Book World ,3,,Yes,2608
,CUST06304,Anjali Gupta,64,Male,anjali.gupta116@outlook.com,728-487-9685,Bangalore,Karnataka,India,737794,Face Cream,Furniture,7,19322.87,0,135260.09,11/24/2020,12/6/2020,EMI,canceled,SportZone,,Will buy again,No,1640
ORD002808,CUST06339,Priya Chen,32,Male,priya.chen405@outlook.com,778-298-5031x123,Paris,Ile-de-France,France,,Jeans,Sports,6,30335.65,0,182013.9,10/7/2020,10/10/2020,Credit Card,canceled,BeautyPlus,1,,N/A,2845
ORD003898,CUST01504,Mei Johnson,68,Other,mei.johnson950@yahoo.com,805-863-4707,Delhi,Delhi,India,,Cookbook,Sports ,10,34813.51,0,348135.1,10/20/2022,11/3/2022,EMI,Processing,AutoDeals,2,Average quality,N/A,4057
ORD002376,CUST01280,Zara Johnson,37,Other,zara.johnson521@hotmail.com,N/A,CHENNAI,,India,369068,Fiction Novel,Sports ,3,25506.81,30,53564.3,7/14/2023,7/30/2023,Credit Card,delivered,HomeEssentials,,Loved it!,NO,803
ORD011537,CUST06997,Zara Brown,41,Male,zara.brown123@yahoo.com,N/A,Paris,Ile-de-France,Nigeria,370803,Dumbbells,books ,,35859.17,25,26894.38,11/5/2022,11/30/2022,,delivered,SportZone,1,Not worth it,,3682
ORD001174,CUST07449,Olivia Gupta,59,Male,olivia.gupta833@gmail.com,931-526-3189,Dubai,Ontario,France,329855,Headphones,Automotive ,5,8165.91,0,40829.55,6/26/2024,7/3/2024,,Pending,Book World ,4,.,NO,3216
ORD010279,CUST00405,Vikram Chen,24,Male,vikram.chen456@hotmail.com,000-000-0000,New York,New York,Canada,,Basmati Rice,Grocery,7,2344.01,,11485.65,7/26/2024,8/23/2024,EMI,Returned,JewelBox,2,Will buy again,Yes,4032
ORD011768,CUST05945,Juan Kim,30,Other,juan.kim340@outlook.com,928-874-3229,Ahmedabad,Rajasthan,India,929383,Laptop,books ,9,,50,21960.13,2022.08.03,8/4/2022,Net Banking,Delivered,Book World ,3,,Yes,195
ORD005822,CUST01165,Rahul Shah,43,Female,rahul.shah993@yahoo.com,774-681-9097,Dubai,Ontario,UK,451850,CAR COVER,Automotive ,100,47369,25,3552675,6/27/2023,7/17/2023,EMI,Pending,techmart,1,.,yes,1738
ORD004470,CUST02661,Priya Nair,61,,priya.nair656@yahoo.com,8961849031,Bangalore,Karnataka,India,0,Headphones,Automotive,10,20061.24,25,150459.3,1/3/2020,1/15/2020,Wallet,Processing,HealthFirst,4,na,No,2352
